order_id,product_id,location_id,sales,cost,gross_profit,units
2648,3,299,7.2,2.4,4.8,2
2649,4,340,9.75,3.42,6.33,3
2650,1,340,11.25,3.9,7.35,3
2651,1,340,18.75,6.5,12.25,5
2652,5,39,10.47,3.0,7.47,3
2653,4,608,6.5,2.28,4.22,2
2654,3,592,10.8,3.6,7.2,3
2655,2,3,7.2,2.2,5.0,2
2656,4,187,9.75,3.42,6.33,3
2657,2,292,10.8,3.3,7.5,3
2658,1,408,26.25,9.1,17.15,7
2659,4,408,9.75,3.42,6.33,3
2660,4,554,19.5,6.84,12.66,6
2661,3,158,10.8,3.6,7.2,3
2662,1,1,11.25,3.9,7.35,3
2663,1,1,3.75,1.3,2.45,1
2664,4,1,13.0,4.56,8.44,4
2665,4,1,3.25,1.14,2.11,1
2666,1,175,7.5,2.6,4.9,2
2667,3,207,10.8,3.6,7.2,3
2668,9,647,16.25,15.0,1.25,5
2669,2,3,7.2,2.2,5.0,2
2670,3,3,14.4,4.8,9.6,4
2671,8,224,20.0,10.0,10.0,1
2672,5,3,3.49,1.0,2.49,1
2673,3,44,28.8,9.6,19.2,8
2674,2,44,18.0,5.5,12.5,5
2675,1,45,7.5,2.6,4.9,2
2676,4,270,9.75,3.42,6.33,3
2677,2,271,10.8,3.3,7.5,3
2678,2,271,7.2,2.2,5.0,2
2679,2,3,14.4,4.4,10.0,4
2680,3,2,18.0,6.0,12.0,5
2681,2,2,3.6,1.1,2.5,1
2682,3,32,18.0,6.0,12.0,5
2683,2,2,10.8,3.3,7.5,3
2684,2,466,28.8,8.8,20.0,8
2685,3,466,7.2,2.4,4.8,2
2686,1,102,18.75,6.5,12.25,5
2687,1,354,7.5,2.6,4.9,2
2688,2,138,18.0,5.5,12.5,5
2689,2,138,10.8,3.3,7.5,3
2690,1,42,15.0,5.2,9.8,4
2691,3,47,10.8,3.6,7.2,3
2692,2,77,10.8,3.3,7.5,3
2693,2,38,10.8,3.3,7.5,3
2694,5,3,17.45,5.0,12.45,5
2695,1,14,18.75,6.5,12.25,5
2696,2,106,21.6,6.6,15.0,6
2697,4,4,9.75,3.42,6.33,3
2698,4,585,9.75,3.42,6.33,3
2699,4,45,6.5,2.28,4.22,2
2700,5,99,10.47,3.0,7.47,3
2701,4,243,6.5,2.28,4.22,2
2702,2,242,7.2,2.2,5.0,2
2703,1,585,33.75,11.7,22.05,9
2704,4,648,6.5,2.28,4.22,2
2705,5,649,17.45,5.0,12.45,5
2706,1,8,15.0,5.2,9.8,4
2707,4,372,9.75,3.42,6.33,3
2708,1,372,11.25,3.9,7.35,3
2709,2,373,3.6,1.1,2.5,1
2710,4,45,6.5,2.28,4.22,2
2711,4,650,9.75,3.42,6.33,3
2712,1,650,7.5,2.6,4.9,2
2713,3,651,3.6,1.2,2.4,1
2714,3,651,7.2,2.4,4.8,2
2715,3,651,21.6,7.2,14.4,6
2716,2,651,21.6,6.6,15.0,6
2717,5,38,17.45,5.0,12.45,5
2718,3,38,32.4,10.8,21.6,9
2719,5,201,13.96,4.0,9.96,4
2720,4,4,3.25,1.14,2.11,1
2721,4,4,6.5,2.28,4.22,2
2722,2,44,7.2,2.2,5.0,2
2723,5,239,17.45,5.0,12.45,5
2724,1,190,7.5,2.6,4.9,2
2725,4,190,3.25,1.14,2.11,1
2726,3,71,18.0,6.0,12.0,5
2727,5,3,20.94,6.0,14.94,6
2728,3,614,7.2,2.4,4.8,2
2729,2,614,21.6,6.6,15.0,6
2730,1,42,11.25,3.9,7.35,3
2731,5,32,13.96,4.0,9.96,4
2732,4,474,42.25,14.82,27.43,13
2733,1,474,26.25,9.1,17.15,7
2734,2,473,7.2,2.2,5.0,2
2735,1,65,18.75,6.5,12.25,5
2736,1,8,7.5,2.6,4.9,2
2737,4,8,9.75,3.42,6.33,3
2738,2,38,18.0,5.5,12.5,5
2739,5,130,6.98,2.0,4.98,2
2740,2,652,10.8,3.3,7.5,3
2741,4,4,16.25,5.7,10.55,5
2742,2,3,28.8,8.8,20.0,8
2743,2,3,14.4,4.4,10.0,4
2744,4,91,9.75,3.42,6.33,3
2745,2,653,18.0,5.5,12.5,5
2746,5,32,38.39,11.0,27.39,11
2747,5,32,17.45,5.0,12.45,5
2748,4,4,9.75,3.42,6.33,3
2749,9,222,6.5,6.0,0.5,2
2750,4,654,6.5,2.28,4.22,2
2751,3,655,10.8,3.6,7.2,3
2752,4,656,6.5,2.28,4.22,2
2753,6,657,2.5,1.2,1.3,2
2754,1,656,11.25,3.9,7.35,3
2755,2,658,10.8,3.3,7.5,3
2756,4,659,9.75,3.42,6.33,3
2757,1,659,18.75,6.5,12.25,5
2758,3,39,7.2,2.4,4.8,2
2759,4,50,9.75,3.42,6.33,3
2760,4,530,6.5,2.28,4.22,2
2761,14,660,3.98,1.5,2.48,2
2762,2,110,7.2,2.2,5.0,2
2763,4,140,6.5,2.28,4.22,2
2764,4,140,3.25,1.14,2.11,1
2765,3,110,25.2,8.4,16.8,7
2766,2,110,10.8,3.3,7.5,3
2767,2,110,14.4,4.4,10.0,4
2768,5,110,13.96,4.0,9.96,4
2769,3,105,10.8,3.6,7.2,3
2770,1,305,22.5,7.8,14.7,6
2771,1,305,15.0,5.2,9.8,4
2772,4,305,6.5,2.28,4.22,2
2773,1,8,22.5,7.8,14.7,6
2774,5,2,17.45,5.0,12.45,5
2775,3,2,7.2,2.4,4.8,2
2776,4,1,3.25,1.14,2.11,1
2777,2,541,7.2,2.2,5.0,2
2778,2,367,10.8,3.3,7.5,3
2779,4,255,16.25,5.7,10.55,5
2780,2,143,7.2,2.2,5.0,2
2781,3,39,10.8,3.6,7.2,3
2782,2,661,10.8,3.3,7.5,3
2783,1,662,11.25,3.9,7.35,3
2784,1,662,22.5,7.8,14.7,6
2785,1,663,7.5,2.6,4.9,2
2786,2,664,25.2,7.7,17.5,7
2787,2,3,32.4,9.9,22.5,9
2788,1,91,33.75,11.7,22.05,9
2789,4,91,16.25,5.7,10.55,5
2790,2,71,7.2,2.2,5.0,2
2791,4,91,19.5,6.84,12.66,6
2792,4,665,13.0,4.56,8.44,4
2793,1,4,7.5,2.6,4.9,2
2794,2,3,18.0,5.5,12.5,5
2795,1,4,22.5,7.8,14.7,6
2796,4,302,9.75,3.42,6.33,3
2797,1,302,22.5,7.8,14.7,6
2798,3,402,32.4,10.8,21.6,9
2799,6,666,2.5,1.2,1.3,2
2800,3,402,10.8,3.6,7.2,3
2801,5,263,10.47,3.0,7.47,3
2802,1,264,7.5,2.6,4.9,2
2803,1,264,15.0,5.2,9.8,4
2804,4,264,6.5,2.28,4.22,2
2805,3,263,18.0,6.0,12.0,5
2806,2,263,18.0,5.5,12.5,5
2807,2,263,7.2,2.2,5.0,2
2808,5,292,13.96,4.0,9.96,4
2809,3,292,7.2,2.4,4.8,2
2810,6,667,3.75,1.8,1.95,3
2811,2,668,14.4,4.4,10.0,4
2812,4,439,3.25,1.14,2.11,1
2813,3,213,7.2,2.4,4.8,2
2814,3,213,18.0,6.0,12.0,5
2815,1,439,22.5,7.8,14.7,6
2816,2,71,10.8,3.3,7.5,3
2817,2,277,3.6,1.1,2.5,1
2818,7,669,4.5,2.4,2.1,3
2819,1,16,33.75,11.7,22.05,9
2820,3,143,14.4,4.8,9.6,4
2821,4,670,35.75,12.54,23.21,11
2822,6,671,6.25,3.0,3.25,5
2823,3,2,3.6,1.2,2.4,1
2824,3,2,7.2,2.4,4.8,2
2825,1,1,22.5,7.8,14.7,6
2826,1,1,18.75,6.5,12.25,5
2827,14,672,1.99,0.75,1.24,1
2828,4,42,16.25,5.7,10.55,5
2829,4,42,13.0,4.56,8.44,4
2830,3,32,21.6,7.2,14.4,6
2831,1,42,11.25,3.9,7.35,3
2832,3,32,10.8,3.6,7.2,3
2833,2,3,3.6,1.1,2.5,1
2834,8,224,40.0,20.0,20.0,2
2835,4,310,3.25,1.14,2.11,1
2836,3,507,7.2,2.4,4.8,2
2837,1,310,15.0,5.2,9.8,4
2838,4,310,9.75,3.42,6.33,3
2839,4,310,6.5,2.28,4.22,2
2840,2,507,7.2,2.2,5.0,2
2841,2,673,7.2,2.2,5.0,2
2842,1,21,18.75,6.5,12.25,5
2843,1,21,3.75,1.3,2.45,1
2844,8,674,120.0,60.0,60.0,6
2845,1,1,3.75,1.3,2.45,1
2846,5,44,10.47,3.0,7.47,3
2847,3,125,14.4,4.8,9.6,4
2848,5,125,3.49,1.0,2.49,1
2849,2,125,7.2,2.2,5.0,2
2850,2,39,25.2,7.7,17.5,7
2851,5,39,6.98,2.0,4.98,2
2852,1,65,30.0,10.4,19.6,8
2853,2,39,7.2,2.2,5.0,2
2854,2,39,10.8,3.3,7.5,3
2855,1,128,7.5,2.6,4.9,2
2856,4,128,32.5,11.4,21.1,10
2857,3,675,7.2,2.4,4.8,2
2858,4,340,9.75,3.42,6.33,3
2859,2,38,7.2,2.2,5.0,2
2860,1,128,7.5,2.6,4.9,2
2861,2,30,10.8,3.3,7.5,3
2862,1,323,7.5,2.6,4.9,2
2863,3,39,25.2,8.4,16.8,7
2864,2,180,3.6,1.1,2.5,1
2865,4,313,19.5,6.84,12.66,6
2866,5,180,13.96,4.0,9.96,4
2867,2,7,10.8,3.3,7.5,3
2868,1,257,11.25,3.9,7.35,3
2869,2,56,36.0,11.0,25.0,10
2870,4,471,13.0,4.56,8.44,4
2871,1,407,22.5,7.8,14.7,6
2872,2,406,18.0,5.5,12.5,5
2873,2,406,7.2,2.2,5.0,2
2874,5,406,17.45,5.0,12.45,5
2875,1,8,7.5,2.6,4.9,2
2876,1,8,11.25,3.9,7.35,3
2877,5,202,10.47,3.0,7.47,3
2878,2,202,25.2,7.7,17.5,7
2879,1,203,7.5,2.6,4.9,2
2880,2,202,14.4,4.4,10.0,4
2881,3,202,10.8,3.6,7.2,3
2882,5,617,13.96,4.0,9.96,4
2883,3,110,10.8,3.6,7.2,3
2884,3,38,25.2,8.4,16.8,7
2885,4,8,6.5,2.28,4.22,2
2886,4,45,16.25,5.7,10.55,5
2887,5,44,10.47,3.0,7.47,3
2888,2,44,25.2,7.7,17.5,7
2889,1,321,11.25,3.9,7.35,3
2890,2,225,18.0,5.5,12.5,5
2891,2,360,25.2,7.7,17.5,7
2892,4,359,16.25,5.7,10.55,5
2893,6,676,5.0,2.4,2.6,4
2894,1,359,22.5,7.8,14.7,6
2895,4,359,6.5,2.28,4.22,2
2896,4,570,3.25,1.14,2.11,1
2897,4,21,6.5,2.28,4.22,2
2898,1,128,11.25,3.9,7.35,3
2899,3,30,10.8,3.6,7.2,3
2900,3,147,7.2,2.4,4.8,2
2901,3,147,10.8,3.6,7.2,3
2902,5,44,6.98,2.0,4.98,2
2903,1,4,15.0,5.2,9.8,4
2904,1,55,15.0,5.2,9.8,4
2905,1,55,7.5,2.6,4.9,2
2906,3,677,7.2,2.4,4.8,2
2907,1,678,3.75,1.3,2.45,1
2908,4,42,6.5,2.28,4.22,2
2909,1,42,3.75,1.3,2.45,1
2910,1,42,11.25,3.9,7.35,3
2911,2,447,10.8,3.3,7.5,3
2912,4,490,19.5,6.84,12.66,6
2913,1,490,11.25,3.9,7.35,3
2914,3,295,10.8,3.6,7.2,3
2915,1,1,7.5,2.6,4.9,2
2916,8,679,180.0,90.0,90.0,9
2917,3,138,7.2,2.4,4.8,2
2918,5,138,17.45,5.0,12.45,5
2919,6,680,10.0,4.8,5.2,8
2920,5,681,10.47,3.0,7.47,3
2921,2,105,25.2,7.7,17.5,7
2922,1,682,7.5,2.6,4.9,2
2923,6,683,2.5,1.2,1.3,2
2924,5,684,10.47,3.0,7.47,3
2925,3,138,14.4,4.8,9.6,4
2926,1,354,11.25,3.9,7.35,3
2927,8,679,60.0,30.0,30.0,3
2928,1,354,7.5,2.6,4.9,2
2929,6,679,1.25,0.6,0.65,1
2930,5,499,10.47,3.0,7.47,3
2931,4,18,3.25,1.14,2.11,1
2932,4,91,9.75,3.42,6.33,3
2933,6,358,7.5,3.6,3.9,6
2934,5,71,13.96,4.0,9.96,4
2935,1,91,3.75,1.3,2.45,1
2936,4,4,22.75,7.98,14.77,7
2937,3,226,21.6,7.2,14.4,6
2938,4,312,6.5,2.28,4.22,2
2939,1,650,7.5,2.6,4.9,2
2940,5,57,13.96,4.0,9.96,4
2941,5,521,17.45,5.0,12.45,5
2942,2,521,28.8,8.8,20.0,8
2943,8,118,60.0,30.0,30.0,3
2944,1,8,7.5,2.6,4.9,2
2945,1,65,11.25,3.9,7.35,3
2946,4,1,9.75,3.42,6.33,3
2947,4,1,19.5,6.84,12.66,6
2948,4,65,22.75,7.98,14.77,7
2949,2,44,10.8,3.3,7.5,3
2950,1,45,11.25,3.9,7.35,3
2951,3,30,21.6,7.2,14.4,6
2952,1,267,11.25,3.9,7.35,3
2953,2,152,25.2,7.7,17.5,7
2954,5,685,27.92,8.0,19.92,8
2955,2,686,7.2,2.2,5.0,2
2956,8,687,40.0,20.0,20.0,2
2957,2,3,18.0,5.5,12.5,5
2958,4,160,9.75,3.42,6.33,3
2959,4,160,13.0,4.56,8.44,4
2960,2,159,10.8,3.3,7.5,3
2961,4,688,29.25,10.26,18.99,9
2962,2,32,32.4,9.9,22.5,9
2963,2,107,32.4,9.9,22.5,9
2964,5,107,6.98,2.0,4.98,2
2965,6,427,10.0,4.8,5.2,8
2966,2,2,18.0,5.5,12.5,5
2967,4,4,9.75,3.42,6.33,3
2968,2,3,10.8,3.3,7.5,3
2969,3,3,10.8,3.6,7.2,3
2970,5,3,10.47,3.0,7.47,3
2971,2,3,7.2,2.2,5.0,2
2972,2,418,14.4,4.4,10.0,4
2973,2,418,7.2,2.2,5.0,2
2974,3,5,18.0,6.0,12.0,5
2975,3,275,21.6,7.2,14.4,6
2976,1,689,18.75,6.5,12.25,5
2977,2,280,10.8,3.3,7.5,3
2978,6,358,3.75,1.8,1.95,3
2979,4,42,26.0,9.12,16.88,8
2980,5,3,20.94,6.0,14.94,6
2981,4,42,9.75,3.42,6.33,3
2982,5,32,24.43,7.0,17.43,7
2983,3,32,10.8,3.6,7.2,3
2984,4,42,26.0,9.12,16.88,8
2985,1,340,11.25,3.9,7.35,3
2986,4,690,9.75,3.42,6.33,3
2987,1,50,15.0,5.2,9.8,4
2988,4,50,22.75,7.98,14.77,7
2989,1,324,11.25,3.9,7.35,3
2990,2,487,10.8,3.3,7.5,3
2991,2,3,21.6,6.6,15.0,6
2992,3,616,10.8,3.6,7.2,3
2993,5,156,13.96,4.0,9.96,4
2994,5,39,10.47,3.0,7.47,3
2995,1,65,7.5,2.6,4.9,2
2996,4,112,6.5,2.28,4.22,2
2997,1,112,18.75,6.5,12.25,5
2998,4,691,9.75,3.42,6.33,3
2999,1,1,11.25,3.9,7.35,3
3000,3,2,10.8,3.6,7.2,3
3001,3,280,14.4,4.8,9.6,4
3002,4,91,13.0,4.56,8.44,4
3003,4,305,13.0,4.56,8.44,4
3004,3,38,18.0,6.0,12.0,5
3005,2,410,10.8,3.3,7.5,3
3006,1,326,7.5,2.6,4.9,2
3007,1,609,7.5,2.6,4.9,2
3008,5,610,6.98,2.0,4.98,2
3009,5,38,6.98,2.0,4.98,2
3010,2,38,7.2,2.2,5.0,2
3011,3,3,7.2,2.4,4.8,2
3012,4,354,16.25,5.7,10.55,5
3013,1,354,7.5,2.6,4.9,2
3014,5,556,6.98,2.0,4.98,2
3015,5,556,10.47,3.0,7.47,3
3016,2,39,10.8,3.3,7.5,3
3017,4,65,9.75,3.42,6.33,3
3018,4,65,13.0,4.56,8.44,4
3019,3,39,7.2,2.4,4.8,2
3020,2,32,7.2,2.2,5.0,2
3021,1,42,18.75,6.5,12.25,5
3022,3,44,7.2,2.4,4.8,2
3023,4,305,6.5,2.28,4.22,2
3024,4,209,13.0,4.56,8.44,4
3025,2,692,3.6,1.1,2.5,1
3026,1,287,15.0,5.2,9.8,4
3027,4,354,13.0,4.56,8.44,4
3028,4,205,13.0,4.56,8.44,4
3029,1,205,18.75,6.5,12.25,5
3030,1,4,22.5,7.8,14.7,6
3031,4,1,22.75,7.98,14.77,7
3032,4,1,6.5,2.28,4.22,2
3033,2,27,32.4,9.9,22.5,9
3034,4,128,26.0,9.12,16.88,8
3035,3,44,7.2,2.4,4.8,2
3036,3,3,39.6,13.2,26.4,11
3037,4,45,6.5,2.28,4.22,2
3038,1,1,18.75,6.5,12.25,5
3039,1,42,15.0,5.2,9.8,4
3040,3,32,3.6,1.2,2.4,1
3041,5,38,10.47,3.0,7.47,3
3042,4,8,9.75,3.42,6.33,3
3043,2,44,14.4,4.4,10.0,4
3044,3,44,7.2,2.4,4.8,2
3045,4,45,9.75,3.42,6.33,3
3046,1,693,15.0,5.2,9.8,4
3047,3,406,10.8,3.6,7.2,3
3048,4,407,6.5,2.28,4.22,2
3049,2,406,7.2,2.2,5.0,2
3050,2,406,28.8,8.8,20.0,8
3051,2,406,10.8,3.3,7.5,3
3052,1,91,48.75,16.9,31.85,13
3053,3,694,18.0,6.0,12.0,5
3054,1,65,15.0,5.2,9.8,4
3055,5,695,6.98,2.0,4.98,2
3056,3,39,21.6,7.2,14.4,6
3057,3,39,14.4,4.8,9.6,4
3058,2,39,21.6,6.6,15.0,6
3059,5,655,6.98,2.0,4.98,2
3060,2,655,7.2,2.2,5.0,2
3061,5,655,31.41,9.0,22.41,9
3062,8,674,40.0,20.0,20.0,2
3063,5,2,10.47,3.0,7.47,3
3064,3,3,7.2,2.4,4.8,2
3065,1,4,18.75,6.5,12.25,5
3066,1,4,11.25,3.9,7.35,3
3067,2,3,18.0,5.5,12.5,5
3068,4,42,9.75,3.42,6.33,3
3069,4,42,39.0,13.68,25.32,12
3070,3,32,10.8,3.6,7.2,3
3071,1,8,18.75,6.5,12.25,5
3072,2,38,18.0,5.5,12.5,5
3073,2,3,18.0,5.5,12.5,5
3074,3,3,10.8,3.6,7.2,3
3075,8,377,40.0,20.0,20.0,2
3076,2,32,10.8,3.3,7.5,3
3077,9,520,6.5,6.0,0.5,2
3078,1,42,7.5,2.6,4.9,2
3079,9,520,3.25,3.0,0.25,1
3080,2,32,7.2,2.2,5.0,2
3081,1,42,15.0,5.2,9.8,4
3082,4,91,9.75,3.42,6.33,3
3083,1,91,18.75,6.5,12.25,5
3084,1,327,7.5,2.6,4.9,2
3085,5,515,17.45,5.0,12.45,5
3086,2,365,3.6,1.1,2.5,1
3087,2,365,7.2,2.2,5.0,2
3088,2,613,10.8,3.3,7.5,3
3089,1,577,11.25,3.9,7.35,3
3090,1,8,7.5,2.6,4.9,2
3091,2,38,10.8,3.3,7.5,3
3092,5,44,6.98,2.0,4.98,2
3093,1,45,7.5,2.6,4.9,2
3094,3,44,18.0,6.0,12.0,5
3095,4,45,9.75,3.42,6.33,3
3096,5,44,41.88,12.0,29.88,12
3097,3,44,21.6,7.2,14.4,6
3098,1,45,18.75,6.5,12.25,5
3099,3,39,32.4,10.8,21.6,9
3100,1,8,26.25,9.1,17.15,7
3101,3,595,18.0,6.0,12.0,5
3102,2,158,18.0,5.5,12.5,5
3103,1,63,7.5,2.6,4.9,2
3104,4,696,3.25,1.14,2.11,1
3105,3,247,3.6,1.2,2.4,1
3106,2,247,7.2,2.2,5.0,2
3107,4,4,19.5,6.84,12.66,6
3108,2,44,3.6,1.1,2.5,1
3109,1,697,30.0,10.4,19.6,8
3110,3,333,7.2,2.4,4.8,2
3111,1,1,11.25,3.9,7.35,3
3112,5,202,10.47,3.0,7.47,3
3113,5,698,24.43,7.0,17.43,7
3114,1,699,11.25,3.9,7.35,3
3115,1,700,7.5,2.6,4.9,2
3116,1,700,33.75,11.7,22.05,9
3117,6,118,6.25,3.0,3.25,5
3118,4,65,22.75,7.98,14.77,7
3119,1,324,3.75,1.3,2.45,1
3120,3,60,21.6,7.2,14.4,6
3121,1,187,11.25,3.9,7.35,3
3122,4,187,13.0,4.56,8.44,4
3123,1,65,30.0,10.4,19.6,8
3124,3,378,21.6,7.2,14.4,6
3125,5,378,3.49,1.0,2.49,1
3126,2,506,25.2,7.7,17.5,7
3127,9,701,13.0,12.0,1.0,4
3128,4,702,16.25,5.7,10.55,5
3129,5,143,6.98,2.0,4.98,2
3130,5,2,3.49,1.0,2.49,1
3131,3,2,10.8,3.6,7.2,3
3132,2,2,25.2,7.7,17.5,7
3133,4,703,6.5,2.28,4.22,2
3134,1,703,18.75,6.5,12.25,5
3135,5,704,27.92,8.0,19.92,8
3136,5,201,6.98,2.0,4.98,2
3137,3,433,7.2,2.4,4.8,2
3138,5,433,3.49,1.0,2.49,1
3139,4,65,9.75,3.42,6.33,3
3140,2,39,10.8,3.3,7.5,3
3141,4,244,3.25,1.14,2.11,1
3142,5,3,6.98,2.0,4.98,2
3143,3,705,14.4,4.8,9.6,4
3144,3,39,21.6,7.2,14.4,6
3145,5,30,10.47,3.0,7.47,3
3146,1,128,15.0,5.2,9.8,4
3147,2,30,3.6,1.1,2.5,1
3148,4,84,6.5,2.28,4.22,2
3149,1,84,26.25,9.1,17.15,7
3150,1,65,11.25,3.9,7.35,3
3151,2,38,10.8,3.3,7.5,3
3152,5,38,27.92,8.0,19.92,8
3153,4,128,9.75,3.42,6.33,3
3154,4,439,16.25,5.7,10.55,5
3155,4,439,9.75,3.42,6.33,3
3156,1,439,11.25,3.9,7.35,3
3157,5,706,31.41,9.0,22.41,9
3158,4,707,6.5,2.28,4.22,2
3159,4,42,9.75,3.42,6.33,3
3160,3,2,36.0,12.0,24.0,10
3161,3,339,7.2,2.4,4.8,2
3162,2,71,7.2,2.2,5.0,2
3163,5,708,13.96,4.0,9.96,4
3164,5,709,6.98,2.0,4.98,2
3165,4,270,22.75,7.98,14.77,7
3166,1,8,18.75,6.5,12.25,5
3167,1,1,22.5,7.8,14.7,6
3168,5,2,10.47,3.0,7.47,3
3169,2,3,7.2,2.2,5.0,2
3170,1,4,7.5,2.6,4.9,2
3171,1,710,7.5,2.6,4.9,2
3172,2,213,10.8,3.3,7.5,3
3173,3,711,10.8,3.6,7.2,3
3174,4,712,3.25,1.14,2.11,1
3175,1,467,30.0,10.4,19.6,8
3176,4,372,6.5,2.28,4.22,2
3177,1,372,18.75,6.5,12.25,5
3178,1,372,3.75,1.3,2.45,1
3179,9,713,13.0,12.0,1.0,4
3180,4,45,9.75,3.42,6.33,3
3181,2,38,14.4,4.4,10.0,4
3182,5,714,10.47,3.0,7.47,3
3183,5,714,6.98,2.0,4.98,2
3184,1,715,18.75,6.5,12.25,5
3185,2,714,25.2,7.7,17.5,7
3186,2,714,7.2,2.2,5.0,2
3187,3,714,10.8,3.6,7.2,3
3188,4,55,13.0,4.56,8.44,4
3189,2,528,14.4,4.4,10.0,4
3190,5,47,6.98,2.0,4.98,2
3191,1,177,11.25,3.9,7.35,3
3192,2,39,7.2,2.2,5.0,2
3193,1,1,11.25,3.9,7.35,3
3194,3,3,7.2,2.4,4.8,2
3195,1,4,7.5,2.6,4.9,2
3196,4,123,26.0,9.12,16.88,8
3197,5,72,10.47,3.0,7.47,3
3198,2,716,21.6,6.6,15.0,6
3199,2,3,3.6,1.1,2.5,1
3200,1,163,7.5,2.6,4.9,2
3201,6,171,3.75,1.8,1.95,3
3202,5,46,20.94,6.0,14.94,6
3203,9,717,16.25,15.0,1.25,5
3204,1,50,7.5,2.6,4.9,2
3205,5,38,13.96,4.0,9.96,4
3206,3,38,14.4,4.8,9.6,4
3207,2,38,7.2,2.2,5.0,2
3208,5,3,13.96,4.0,9.96,4
3209,3,85,7.2,2.4,4.8,2
3210,4,334,6.5,2.28,4.22,2
3211,4,334,9.75,3.42,6.33,3
3212,2,435,10.8,3.3,7.5,3
3213,4,394,16.25,5.7,10.55,5
3214,3,718,10.8,3.6,7.2,3
3215,5,718,17.45,5.0,12.45,5
3216,4,394,6.5,2.28,4.22,2
3217,1,394,22.5,7.8,14.7,6
3218,5,718,24.43,7.0,17.43,7
3219,1,394,15.0,5.2,9.8,4
3220,4,394,3.25,1.14,2.11,1
3221,4,719,16.25,5.7,10.55,5
3222,5,339,24.43,7.0,17.43,7
3223,5,169,6.98,2.0,4.98,2
3224,2,169,18.0,5.5,12.5,5
3225,1,720,15.0,5.2,9.8,4
3226,2,169,7.2,2.2,5.0,2
3227,4,720,6.5,2.28,4.22,2
3228,2,156,7.2,2.2,5.0,2
3229,1,721,7.5,2.6,4.9,2
3230,4,721,9.75,3.42,6.33,3
3231,4,55,19.5,6.84,12.66,6
3232,1,4,7.5,2.6,4.9,2
3233,4,4,9.75,3.42,6.33,3
3234,3,3,10.8,3.6,7.2,3
3235,2,3,3.6,1.1,2.5,1
3236,4,4,13.0,4.56,8.44,4
3237,4,4,9.75,3.42,6.33,3
3238,5,3,10.47,3.0,7.47,3
3239,2,533,18.0,5.5,12.5,5
3240,4,55,9.75,3.42,6.33,3
3241,2,3,3.6,1.1,2.5,1
3242,5,722,10.47,3.0,7.47,3
3243,1,710,15.0,5.2,9.8,4
3244,4,723,9.75,3.42,6.33,3
3245,4,91,9.75,3.42,6.33,3
3246,4,91,6.5,2.28,4.22,2
3247,1,724,18.75,6.5,12.25,5
3248,4,76,16.25,5.7,10.55,5
3249,1,45,26.25,9.1,17.15,7
3250,2,44,28.8,8.8,20.0,8
3251,3,44,10.8,3.6,7.2,3
3252,1,45,11.25,3.9,7.35,3
3253,4,45,16.25,5.7,10.55,5
3254,4,699,6.5,2.28,4.22,2
3255,1,313,11.25,3.9,7.35,3
3256,2,180,18.0,5.5,12.5,5
3257,2,725,3.6,1.1,2.5,1
3258,1,726,7.5,2.6,4.9,2
3259,1,91,26.25,9.1,17.15,7
3260,2,39,14.4,4.4,10.0,4
3261,5,39,17.45,5.0,12.45,5
3262,3,20,25.2,8.4,16.8,7
3263,4,8,6.5,2.28,4.22,2
3264,1,128,18.75,6.5,12.25,5
3265,1,1,30.0,10.4,19.6,8
3266,2,2,10.8,3.3,7.5,3
3267,1,1,7.5,2.6,4.9,2
3268,5,2,20.94,6.0,14.94,6
3269,2,38,10.8,3.3,7.5,3
3270,2,38,18.0,5.5,12.5,5
3271,5,38,6.98,2.0,4.98,2
3272,2,506,25.2,7.7,17.5,7
3273,5,727,20.94,6.0,14.94,6
3274,1,305,37.5,13.0,24.5,10
3275,4,305,6.5,2.28,4.22,2
3276,3,105,7.2,2.4,4.8,2
3277,1,1,7.5,2.6,4.9,2
3278,1,1,15.0,5.2,9.8,4
3279,3,44,10.8,3.6,7.2,3
3280,3,3,10.8,3.6,7.2,3
3281,1,8,11.25,3.9,7.35,3
3282,2,38,25.2,7.7,17.5,7
3283,3,677,7.2,2.4,4.8,2
3284,8,728,120.0,60.0,60.0,6
3285,5,613,6.98,2.0,4.98,2
3286,4,724,6.5,2.28,4.22,2
3287,5,613,3.49,1.0,2.49,1
3288,4,724,9.75,3.42,6.33,3
3289,1,724,7.5,2.6,4.9,2
3290,9,729,22.75,21.0,1.75,7
3291,4,16,6.5,2.28,4.22,2
3292,1,384,7.5,2.6,4.9,2
3293,8,730,160.0,80.0,80.0,8
3294,5,617,10.47,3.0,7.47,3
3295,3,74,21.6,7.2,14.4,6
3296,4,73,19.5,6.84,12.66,6
3297,1,73,7.5,2.6,4.9,2
3298,4,65,16.25,5.7,10.55,5
3299,1,65,18.75,6.5,12.25,5
3300,6,731,2.5,1.2,1.3,2
3301,1,419,33.75,11.7,22.05,9
3302,2,434,7.2,2.2,5.0,2
3303,2,553,7.2,2.2,5.0,2
3304,5,261,6.98,2.0,4.98,2
3305,1,340,15.0,5.2,9.8,4
3306,2,318,36.0,11.0,25.0,10
3307,2,318,7.2,2.2,5.0,2
3308,5,318,3.49,1.0,2.49,1
3309,4,8,19.5,6.84,12.66,6
3310,9,732,13.0,12.0,1.0,4
3311,2,202,3.6,1.1,2.5,1
3312,6,388,2.5,1.2,1.3,2
