order_date,ship_date,city,state_province,division,region,product_name,sales,units,gross_profit,cost,factory,coli_index,product_id,location_id,factory_name
2023-06-29,2023-06-29,Florence,South Carolina,Chocolate,Gulf,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,94.7,3,523,Lot's O' Nuts
2021-12-04,2021-12-04,New York City,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,125.1,2,3,Lot's O' Nuts
2022-03-24,2022-03-24,Covington,Washington,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,114.1,4,524,Wicked Choccy's
2022-09-03,2022-09-04,Tucson,Arizona,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,110.7,1,73,Wicked Choccy's
2023-03-30,2023-03-30,Norwich,Connecticut,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,112.7,4,525,Wicked Choccy's
2023-05-26,2023-05-26,Delray Beach,Florida,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,102.2,4,331,Wicked Choccy's
2023-05-26,2023-05-26,Delray Beach,Florida,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,102.2,3,526,Lot's O' Nuts
2024-01-13,2024-01-14,Springfield,Missouri,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,89.0,4,18,Wicked Choccy's
2024-01-13,2024-01-14,Springfield,Missouri,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,89.0,1,18,Wicked Choccy's
2024-01-13,2024-01-14,Springfield,Missouri,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,89.0,4,18,Wicked Choccy's
2024-01-13,2024-01-14,Springfield,Missouri,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,89.0,5,19,Lot's O' Nuts
2024-08-29,2024-08-29,Quincy,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,94.7,1,527,Wicked Choccy's
2024-08-29,2024-08-29,Quincy,Illinois,Chocolate,Interior,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,94.7,3,528,Lot's O' Nuts
2024-08-29,2024-08-29,Quincy,Illinois,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,94.7,2,528,Lot's O' Nuts
2024-10-09,2024-10-09,Lakewood,Ohio,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,94.3,5,434,Lot's O' Nuts
2021-03-17,2021-03-17,New York City,New York,Other,Atlantic,Wonka Gum,5.0,4,2.6,2.4,Secret Factory,125.1,6,224,Secret Factory
2021-03-17,2021-03-17,New York City,New York,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,125.1,4,4,Wicked Choccy's
2021-03-17,2021-03-17,New York City,New York,Other,Atlantic,Kazookles,9.75,3,0.75,9.0,The Other Factory,125.1,9,222,The Other Factory
2021-03-17,2021-03-17,New York City,New York,Other,Atlantic,Kazookles,13.0,4,1.0,12.0,The Other Factory,125.1,9,222,The Other Factory
2021-03-17,2021-03-17,New York City,New York,Other,Atlantic,Wonka Gum,8.75,7,4.55,4.2,Secret Factory,125.1,6,224,Secret Factory
2022-11-07,2022-11-07,Miami,Florida,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,102.2,3,156,Lot's O' Nuts
2022-11-07,2022-11-07,Miami,Florida,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,102.2,5,156,Lot's O' Nuts
2023-05-21,2023-05-21,Warwick,Rhode Island,Other,Atlantic,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,110.6,6,529,Secret Factory
2023-06-03,2023-06-03,Los Angeles,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,142.3,2,38,Lot's O' Nuts
2023-06-17,2023-06-18,Waterbury,Connecticut,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,112.7,3,129,Lot's O' Nuts
2023-06-17,2023-06-18,Waterbury,Connecticut,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,112.7,1,530,Wicked Choccy's
2023-06-17,2023-06-18,Waterbury,Connecticut,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,112.7,2,129,Lot's O' Nuts
2023-10-14,2023-10-14,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2024-04-24,2024-04-26,Jacksonville,Florida,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,102.2,3,180,Lot's O' Nuts
2024-07-23,2024-07-24,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2023-04-18,2023-04-19,Elmhurst,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,94.7,5,531,Lot's O' Nuts
2023-04-18,2023-04-19,Elmhurst,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,94.7,1,532,Wicked Choccy's
2023-09-23,2023-09-24,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2023-11-24,2023-11-24,Bellevue,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,114.1,3,64,Lot's O' Nuts
2024-11-03,2024-11-03,San Diego,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,Wicked Choccy's,142.3,4,128,Wicked Choccy's
2024-11-03,2024-11-03,San Diego,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,142.3,4,128,Wicked Choccy's
2021-06-01,2021-06-02,Lakewood,New Jersey,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,115.1,4,384,Wicked Choccy's
2021-06-01,2021-06-02,Lakewood,New Jersey,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,115.1,3,383,Lot's O' Nuts
2021-08-23,2021-08-24,Grand Rapids,Michigan,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,90.1,5,533,Lot's O' Nuts
2023-09-16,2023-09-16,Columbus,Georgia,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,92.5,1,205,Wicked Choccy's
2021-08-20,2021-08-21,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,94.7,5,71,Lot's O' Nuts
2023-06-12,2023-06-13,Chicago,Illinois,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,94.7,2,71,Lot's O' Nuts
2023-08-22,2023-08-24,Columbus,Ohio,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,94.3,4,354,Wicked Choccy's
2023-08-22,2023-08-24,Columbus,Ohio,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,94.3,5,138,Lot's O' Nuts
2023-08-22,2023-08-24,Columbus,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,94.3,3,138,Lot's O' Nuts
2024-10-13,2024-10-13,New York City,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,125.1,5,3,Lot's O' Nuts
2022-01-24,2022-01-24,West Palm Beach,Florida,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,102.2,1,534,Wicked Choccy's
2024-02-17,2024-02-17,Houston,Texas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,92.1,2,44,Lot's O' Nuts
2024-02-17,2024-02-17,Houston,Texas,Other,Interior,Wonka Gum,7.5,6,3.9,3.6,Secret Factory,92.1,6,119,Secret Factory
2024-02-17,2024-02-17,Houston,Texas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,92.1,5,44,Lot's O' Nuts
2024-10-06,2024-10-08,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2024-10-06,2024-10-08,New York City,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,125.1,5,3,Lot's O' Nuts
2024-10-06,2024-10-08,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2021-12-14,2021-12-14,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,94.7,5,71,Lot's O' Nuts
2022-04-02,2022-04-03,Houston,Texas,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,92.1,3,44,Lot's O' Nuts
2022-09-17,2022-09-17,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2024-02-11,2024-02-11,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2024-02-11,2024-02-11,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2024-09-30,2024-09-30,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,114.1,1,42,Wicked Choccy's
2024-09-30,2024-09-30,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2024-09-30,2024-09-30,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,114.1,4,42,Wicked Choccy's
2021-05-02,2021-05-02,Lakeland,Florida,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,102.2,2,535,Lot's O' Nuts
2021-06-30,2021-07-02,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2021-06-30,2021-07-02,New York City,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,125.1,2,3,Lot's O' Nuts
2022-10-19,2022-10-20,Dallas,Texas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,92.1,1,55,Wicked Choccy's
2024-06-02,2024-06-02,Jacksonville,North Carolina,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,97.8,2,72,Lot's O' Nuts
2024-07-12,2024-07-14,Fairfield,Ohio,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,94.3,2,536,Lot's O' Nuts
2024-07-21,2024-07-23,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2021-06-08,2021-06-10,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2021-11-18,2021-11-18,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2021-11-18,2021-11-18,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,97.2,2,39,Lot's O' Nuts
2021-11-18,2021-11-18,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,97.2,3,39,Lot's O' Nuts
2021-11-18,2021-11-18,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2021-11-18,2021-11-18,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,97.2,4,65,Wicked Choccy's
2022-09-25,2022-09-25,Freeport,New York,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,125.1,4,537,Wicked Choccy's
2022-09-25,2022-09-25,Freeport,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,125.1,2,538,Lot's O' Nuts
2023-03-31,2023-03-31,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,97.2,5,39,Lot's O' Nuts
2023-03-31,2023-03-31,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2023-04-03,2023-04-03,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2023-09-03,2023-09-05,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,94.7,5,71,Lot's O' Nuts
2023-10-21,2023-10-23,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,142.3,5,38,Lot's O' Nuts
2023-10-21,2023-10-23,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,142.3,3,38,Lot's O' Nuts
2023-10-21,2023-10-23,Los Angeles,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,142.3,2,38,Lot's O' Nuts
2024-05-07,2024-05-07,Pasadena,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,142.3,3,226,Lot's O' Nuts
2024-07-20,2024-07-22,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,94.7,1,91,Wicked Choccy's
2024-07-20,2024-07-22,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,94.7,4,91,Wicked Choccy's
2024-10-24,2024-10-26,Jackson,Mississippi,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,87.3,5,539,Lot's O' Nuts
2024-12-05,2024-12-05,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2024-12-05,2024-12-05,New York City,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,125.1,2,3,Lot's O' Nuts
2021-08-05,2021-08-05,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,142.3,4,8,Wicked Choccy's
2021-08-05,2021-08-05,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,142.3,3,38,Lot's O' Nuts
2021-08-05,2021-08-05,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,142.3,4,8,Wicked Choccy's
2022-09-21,2022-09-23,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,114.1,4,42,Wicked Choccy's
2022-12-20,2022-12-20,Austin,Texas,Chocolate,Interior,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,92.1,3,218,Lot's O' Nuts
2023-08-28,2023-08-29,Englewood,Colorado,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,102.7,1,540,Wicked Choccy's
2021-08-12,2021-08-12,Lakewood,New Jersey,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,115.1,1,384,Wicked Choccy's
2023-04-17,2023-04-18,Columbia,Tennessee,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,90.3,2,541,Lot's O' Nuts
2023-09-26,2023-09-27,Iowa City,Iowa,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,89.7,2,542,Lot's O' Nuts
2024-04-06,2024-04-06,Chattanooga,Tennessee,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,90.3,3,425,Lot's O' Nuts
2024-05-12,2024-05-14,San Francisco,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,142.3,5,2,Lot's O' Nuts
2024-05-12,2024-05-14,San Francisco,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,142.3,4,1,Wicked Choccy's
2024-05-12,2024-05-14,San Francisco,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,142.3,1,1,Wicked Choccy's
2024-05-12,2024-05-14,San Francisco,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,142.3,2,2,Lot's O' Nuts
2021-01-13,2021-01-13,Bossier City,Louisiana,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,92.3,1,543,Wicked Choccy's
2021-01-13,2021-01-13,Bossier City,Louisiana,Other,Gulf,Kazookles,9.75,3,0.75,9.0,The Other Factory,92.3,9,544,The Other Factory
2021-01-13,2021-01-13,Bossier City,Louisiana,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,92.3,4,543,Wicked Choccy's
2021-01-13,2021-01-13,Bossier City,Louisiana,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,92.3,4,543,Wicked Choccy's
2021-01-13,2021-01-13,Bossier City,Louisiana,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,92.3,2,545,Lot's O' Nuts
2021-02-07,2021-02-07,New York City,New York,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,125.1,4,4,Wicked Choccy's
2021-11-28,2021-11-28,Columbia,South Carolina,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,94.7,1,546,Wicked Choccy's
2021-11-28,2021-11-28,Columbia,South Carolina,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,94.7,1,546,Wicked Choccy's
2021-11-28,2021-11-28,Columbia,South Carolina,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,94.7,4,546,Wicked Choccy's
2021-11-28,2021-11-28,Columbia,South Carolina,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,94.7,2,499,Lot's O' Nuts
2022-01-04,2022-01-06,Woodbury,Minnesota,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,94.6,3,547,Lot's O' Nuts
2022-01-04,2022-01-06,Woodbury,Minnesota,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,94.6,1,548,Wicked Choccy's
2022-11-03,2022-11-06,Haltom City,Texas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,92.1,2,549,Lot's O' Nuts
2022-11-20,2022-11-20,San Diego,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,142.3,1,128,Wicked Choccy's
2022-11-20,2022-11-20,San Diego,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,142.3,2,30,Lot's O' Nuts
2023-06-28,2023-06-28,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,142.3,5,38,Lot's O' Nuts
2023-06-28,2023-06-28,Los Angeles,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,142.3,2,38,Lot's O' Nuts
2023-09-22,2023-09-22,Green Bay,Wisconsin,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,97.7,4,550,Wicked Choccy's
2024-01-23,2024-01-24,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2024-01-23,2024-01-24,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2024-01-23,2024-01-24,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2024-01-23,2024-01-24,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,114.1,1,42,Wicked Choccy's
2024-10-08,2024-10-10,San Diego,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,142.3,2,30,Lot's O' Nuts
2024-10-08,2024-10-10,San Diego,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,142.3,3,30,Lot's O' Nuts
2024-10-08,2024-10-10,San Diego,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,142.3,1,128,Wicked Choccy's
2024-11-23,2024-11-23,Chicago,Illinois,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,94.7,2,71,Lot's O' Nuts
2024-12-04,2024-12-04,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,142.3,5,38,Lot's O' Nuts
2021-08-15,2021-08-15,Hollywood,Florida,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,102.2,1,551,Wicked Choccy's
2021-08-15,2021-08-15,Fairfield,Connecticut,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,112.7,3,87,Lot's O' Nuts
2021-08-15,2021-08-15,Hollywood,Florida,Chocolate,Gulf,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,102.2,4,551,Wicked Choccy's
2022-06-23,2022-06-24,Long Beach,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,142.3,4,552,Wicked Choccy's
2022-06-23,2022-06-24,Long Beach,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,142.3,3,553,Lot's O' Nuts
2022-06-23,2022-06-24,Long Beach,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,142.3,5,553,Lot's O' Nuts
2022-09-04,2022-09-04,Roswell,Georgia,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,92.5,4,554,Wicked Choccy's
2022-09-04,2022-09-04,Roswell,Georgia,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,92.5,2,158,Lot's O' Nuts
2022-09-04,2022-09-04,Roswell,Georgia,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,92.5,5,158,Lot's O' Nuts
2023-03-17,2023-03-19,Malden,Massachusetts,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,141.2,1,199,Wicked Choccy's
2024-04-14,2024-04-15,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2024-04-14,2024-04-15,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2024-06-16,2024-06-16,Dublin,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,94.3,3,555,Lot's O' Nuts
2024-06-16,2024-06-16,Dublin,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,94.3,3,555,Lot's O' Nuts
