location_id,city,state_province,factory_name,coli_index
526,Delray Beach,Florida,Lot's O' Nuts,102.2
527,Quincy,Illinois,Wicked Choccy's,94.7
528,Quincy,Illinois,Lot's O' Nuts,94.7
529,Warwick,Rhode Island,Secret Factory,110.6
530,Waterbury,Connecticut,Wicked Choccy's,112.7
531,Elmhurst,Illinois,Lot's O' Nuts,94.7
532,Elmhurst,Illinois,Wicked Choccy's,94.7
533,Grand Rapids,Michigan,Lot's O' Nuts,90.1
534,West Palm Beach,Florida,Wicked Choccy's,102.2
535,Lakeland,Florida,Lot's O' Nuts,102.2
536,Fairfield,Ohio,Lot's O' Nuts,94.3
537,Freeport,New York,Wicked Choccy's,125.1
538,Freeport,New York,Lot's O' Nuts,125.1
539,Jackson,Mississippi,Lot's O' Nuts,87.3
540,Englewood,Colorado,Wicked Choccy's,102.7
541,Columbia,Tennessee,Lot's O' Nuts,90.3
542,Iowa City,Iowa,Lot's O' Nuts,89.7
543,Bossier City,Louisiana,Wicked Choccy's,92.3
544,Bossier City,Louisiana,The Other Factory,92.3
545,Bossier City,Louisiana,Lot's O' Nuts,92.3
546,Columbia,South Carolina,Wicked Choccy's,94.7
547,Woodbury,Minnesota,Lot's O' Nuts,94.6
548,Woodbury,Minnesota,Wicked Choccy's,94.6
549,Haltom City,Texas,Lot's O' Nuts,92.1
550,Green Bay,Wisconsin,Wicked Choccy's,97.7
551,Hollywood,Florida,Wicked Choccy's,102.2
552,Long Beach,California,Wicked Choccy's,142.3
553,Long Beach,California,Lot's O' Nuts,142.3
554,Roswell,Georgia,Wicked Choccy's,92.5
555,Dublin,Ohio,Lot's O' Nuts,94.3
556,San Jose,California,Lot's O' Nuts,142.3
557,Fargo,North Dakota,Lot's O' Nuts,91.4
558,Toledo,Ohio,Secret Factory,94.3
559,Lakeland,Florida,Wicked Choccy's,102.2
560,Conroe,Texas,Lot's O' Nuts,92.1
561,Pomona,California,Lot's O' Nuts,142.3
562,Thomasville,North Carolina,Lot's O' Nuts,97.8
563,Lancaster,Ohio,Wicked Choccy's,94.3
564,Indianapolis,Indiana,Wicked Choccy's,91.0
565,Apple Valley,Minnesota,Lot's O' Nuts,94.6
566,Austin,Texas,The Other Factory,92.1
567,Fremont,Nebraska,Lot's O' Nuts,92.6
568,Bozeman,Montana,Lot's O' Nuts,95.5
569,Gilbert,Arizona,Lot's O' Nuts,110.7
570,Oakland,California,Wicked Choccy's,142.3
571,Springfield,Ohio,Wicked Choccy's,94.3
572,Washington,District of Columbia,Lot's O' Nuts,138.8
573,Lake Forest,California,Lot's O' Nuts,142.3
574,Lake Forest,California,Wicked Choccy's,142.3
575,Columbus,Georgia,The Other Factory,92.5
576,Salinas,California,Wicked Choccy's,142.3
577,Costa Mesa,California,Wicked Choccy's,142.3
578,Marion,Ohio,Secret Factory,94.3
579,Marion,Ohio,Wicked Choccy's,94.3
580,Port Saint Lucie,Florida,Lot's O' Nuts,102.2
581,Hickory,North Carolina,Wicked Choccy's,97.8
582,San Diego,California,The Other Factory,142.3
583,Providence,Rhode Island,Secret Factory,110.6
584,Portland,Oregon,Wicked Choccy's,111.8
585,Salt Lake City,Utah,Wicked Choccy's,102.2
586,Riverside,California,Wicked Choccy's,142.3
587,Orlando,Florida,Wicked Choccy's,102.2
588,Fayetteville,Arkansas,Lot's O' Nuts,89.6
589,Newark,Delaware,The Other Factory,101.9
590,Dublin,Ohio,Wicked Choccy's,94.3
591,Asheville,North Carolina,Wicked Choccy's,97.8
592,Asheville,North Carolina,Lot's O' Nuts,97.8
593,Middletown,Connecticut,Lot's O' Nuts,112.7
594,North Miami,Florida,Lot's O' Nuts,102.2
595,Memphis,Tennessee,Lot's O' Nuts,90.3
596,Roseville,Michigan,Lot's O' Nuts,90.1
597,Cottage Grove,Minnesota,Wicked Choccy's,94.6
598,Cottage Grove,Minnesota,Lot's O' Nuts,94.6
599,Warner Robins,Georgia,Lot's O' Nuts,92.5
600,Alexandria,Virginia,Lot's O' Nuts,100.8
601,Dubuque,Iowa,Wicked Choccy's,89.7
602,Dubuque,Iowa,Lot's O' Nuts,89.7
603,Springfield,Ohio,Lot's O' Nuts,94.3
604,Springfield,Ohio,The Other Factory,94.3
605,Vallejo,California,Lot's O' Nuts,142.3
606,Vallejo,California,Wicked Choccy's,142.3
607,Rockford,Illinois,Wicked Choccy's,94.7
608,Orange,New Jersey,Wicked Choccy's,115.1
609,Fairfield,California,Wicked Choccy's,142.3
610,Fairfield,California,Lot's O' Nuts,142.3
611,Woonsocket,Rhode Island,Lot's O' Nuts,110.6
612,Murfreesboro,Tennessee,Lot's O' Nuts,90.3
613,Tempe,Arizona,Lot's O' Nuts,110.7
614,Salinas,California,Lot's O' Nuts,142.3
615,Roseville,California,Wicked Choccy's,142.3
616,Franklin,Tennessee,Lot's O' Nuts,90.3
617,Springfield,Oregon,Lot's O' Nuts,111.8
618,Springfield,Oregon,Wicked Choccy's,111.8
619,Kenosha,Wisconsin,Lot's O' Nuts,97.7
620,Kenosha,Wisconsin,Wicked Choccy's,97.7
621,Rockford,Illinois,Lot's O' Nuts,94.7
622,Miramar,Florida,Wicked Choccy's,102.2
623,Miramar,Florida,Lot's O' Nuts,102.2
624,Hendersonville,Tennessee,Wicked Choccy's,90.3
625,Hendersonville,Tennessee,Lot's O' Nuts,90.3
626,Fremont,Nebraska,Wicked Choccy's,92.6
627,Orlando,Florida,Lot's O' Nuts,102.2
628,Westland,Michigan,Wicked Choccy's,90.1
629,Westland,Michigan,Lot's O' Nuts,90.1
630,Lancaster,Pennsylvania,Wicked Choccy's,97.2
631,Abilene,Texas,Wicked Choccy's,92.1
632,Keller,Texas,Lot's O' Nuts,92.1
633,Greenville,North Carolina,Wicked Choccy's,97.8
634,Noblesville,Indiana,Lot's O' Nuts,91.0
635,Noblesville,Indiana,Wicked Choccy's,91.0
636,Eagan,Minnesota,Lot's O' Nuts,94.6
637,Eagan,Minnesota,Wicked Choccy's,94.6
638,Romeoville,Illinois,Lot's O' Nuts,94.7
639,Las Cruces,New Mexico,Lot's O' Nuts,93.7
640,Thousand Oaks,California,Wicked Choccy's,142.3
641,Thousand Oaks,California,Lot's O' Nuts,142.3
642,Lincoln Park,Michigan,Wicked Choccy's,90.1
643,Lincoln Park,Michigan,Lot's O' Nuts,90.1
644,Yuma,Arizona,Wicked Choccy's,110.7
645,Encinitas,California,Wicked Choccy's,142.3
646,Encinitas,California,Lot's O' Nuts,142.3
647,Palm Coast,Florida,The Other Factory,102.2
648,Pine Bluff,Arkansas,Wicked Choccy's,89.6
649,Pine Bluff,Arkansas,Lot's O' Nuts,89.6
650,Carrollton,Texas,Wicked Choccy's,92.1
651,New Albany,Indiana,Lot's O' Nuts,91.0
652,Meridian,Idaho,Lot's O' Nuts,99.9
653,Murray,Utah,Lot's O' Nuts,102.2
654,Revere,Massachusetts,Wicked Choccy's,141.2
655,Revere,Massachusetts,Lot's O' Nuts,141.2
656,Westfield,New Jersey,Wicked Choccy's,115.1
657,Westfield,New Jersey,Secret Factory,115.1
658,Maple Grove,Minnesota,Lot's O' Nuts,94.6
659,Maple Grove,Minnesota,Wicked Choccy's,94.6
660,Waterbury,Connecticut,Sugar Shack,112.7
661,North Las Vegas,Nevada,Lot's O' Nuts,100.2
662,North Las Vegas,Nevada,Wicked Choccy's,100.2
663,Franklin,Wisconsin,Wicked Choccy's,97.7
664,Tuscaloosa,Alabama,Lot's O' Nuts,88.6
665,Gresham,Oregon,Wicked Choccy's,111.8
666,Milford,Connecticut,Secret Factory,112.7
667,Albuquerque,New Mexico,Secret Factory,93.7
668,Normal,Illinois,Lot's O' Nuts,94.7
669,Providence,Rhode Island,Sugar Shack,110.6
670,Lake Charles,Louisiana,Wicked Choccy's,92.3
671,Hollywood,Florida,Secret Factory,102.2
672,Seattle,Washington,Sugar Shack,114.1
673,Jamestown,New York,Lot's O' Nuts,125.1
674,San Francisco,California,Secret Factory,142.3
675,Amarillo,Texas,Lot's O' Nuts,92.1
676,Lakeville,Minnesota,Secret Factory,94.6
677,Jackson,Tennessee,Lot's O' Nuts,90.3
678,Jackson,Tennessee,Wicked Choccy's,90.3
679,Columbus,Ohio,Secret Factory,94.3
680,Fayetteville,North Carolina,Secret Factory,97.8
681,Westfield,New Jersey,Lot's O' Nuts,115.1
682,Mason,Ohio,Wicked Choccy's,94.3
683,Mason,Ohio,Secret Factory,94.3
684,Mason,Ohio,Lot's O' Nuts,94.3
685,Mansfield,Texas,Lot's O' Nuts,92.1
686,Akron,Ohio,Lot's O' Nuts,94.3
687,Akron,Ohio,Secret Factory,94.3
688,Buffalo,New York,Wicked Choccy's,125.1
689,Laguna Niguel,California,Wicked Choccy's,142.3
690,Redding,California,Wicked Choccy's,142.3
691,La Crosse,Wisconsin,Wicked Choccy's,97.7
692,Laredo,Texas,Lot's O' Nuts,92.1
693,Chesapeake,Virginia,Wicked Choccy's,100.8
694,Naperville,Illinois,Lot's O' Nuts,94.7
695,Lodi,California,Lot's O' Nuts,142.3
696,Sacramento,California,Wicked Choccy's,142.3
697,Hialeah,Florida,Wicked Choccy's,102.2
698,Jonesboro,Arkansas,Lot's O' Nuts,89.6
699,Jonesboro,Arkansas,Wicked Choccy's,89.6
700,Lansing,Michigan,Wicked Choccy's,90.1
701,Newport News,Virginia,The Other Factory,100.8
702,Newport News,Virginia,Wicked Choccy's,100.8
703,Wheeling,West Virginia,Wicked Choccy's,88.3
704,Wheeling,West Virginia,Lot's O' Nuts,88.3
705,West Palm Beach,Florida,Lot's O' Nuts,102.2
706,Gulfport,Mississippi,Lot's O' Nuts,87.3
707,Santa Ana,California,Wicked Choccy's,142.3
708,Escondido,California,Lot's O' Nuts,142.3
709,Jefferson City,Missouri,Lot's O' Nuts,89.0
710,Dover,New Hampshire,Wicked Choccy's,111.4
711,Sandy Springs,Georgia,Lot's O' Nuts,92.5
712,Sandy Springs,Georgia,Wicked Choccy's,92.5
713,Hollywood,Florida,The Other Factory,102.2
714,Sioux Falls,South Dakota,Lot's O' Nuts,91.9
715,Sioux Falls,South Dakota,Wicked Choccy's,91.9
716,Frisco,Texas,Lot's O' Nuts,92.1
717,Phoenix,Arizona,The Other Factory,110.7
718,Superior,Wisconsin,Lot's O' Nuts,97.7
719,Lehi,Utah,Wicked Choccy's,102.2
720,Glendale,Arizona,Wicked Choccy's,110.7
721,Virginia Beach,Virginia,Wicked Choccy's,100.8
722,Dover,New Hampshire,Lot's O' Nuts,111.4
723,Deltona,Florida,Wicked Choccy's,102.2
724,Tempe,Arizona,Wicked Choccy's,110.7
725,Dearborn Heights,Michigan,Lot's O' Nuts,90.1
726,Dearborn Heights,Michigan,Wicked Choccy's,90.1
727,Saint Paul,Minnesota,Lot's O' Nuts,94.6
728,Tempe,Arizona,Secret Factory,110.7
729,Providence,Rhode Island,The Other Factory,110.6
730,Tucson,Arizona,Secret Factory,110.7
731,Melbourne,Florida,Secret Factory,102.2
732,Denver,Colorado,The Other Factory,102.7
733,Columbia,Missouri,Wicked Choccy's,89.0
734,Columbia,Missouri,Lot's O' Nuts,89.0
735,Pueblo,Colorado,Wicked Choccy's,102.7
736,Torrance,California,Wicked Choccy's,142.3
737,Torrance,California,Lot's O' Nuts,142.3
738,Mesquite,Texas,Lot's O' Nuts,92.1
739,San Francisco,California,Sugar Shack,142.3
740,Hempstead,New York,Secret Factory,125.1
741,Bakersfield,California,Wicked Choccy's,142.3
742,Philadelphia,Pennsylvania,Sugar Shack,97.2
743,Bryan,Texas,Lot's O' Nuts,92.1
744,Bryan,Texas,Wicked Choccy's,92.1
745,Amarillo,Texas,Wicked Choccy's,92.1
746,Bolingbrook,Illinois,Lot's O' Nuts,94.7
747,Harrisonburg,Virginia,Lot's O' Nuts,100.8
748,Huntsville,Alabama,Lot's O' Nuts,88.6
749,Lancaster,California,Lot's O' Nuts,142.3
750,Mount Pleasant,Michigan,Lot's O' Nuts,90.1
751,Rogers,Arkansas,Lot's O' Nuts,89.6
752,Monroe,North Carolina,Lot's O' Nuts,97.8
753,Dover,Delaware,Wicked Choccy's,101.9
754,Auburn,New York,Lot's O' Nuts,125.1
755,Bellingham,Washington,Wicked Choccy's,114.1
756,Everett,Washington,Lot's O' Nuts,114.1
757,Bristol,Tennessee,Wicked Choccy's,90.3
758,Antioch,California,Lot's O' Nuts,142.3
759,Chico,California,Wicked Choccy's,142.3
760,Chico,California,Lot's O' Nuts,142.3
761,Chico,California,Secret Factory,142.3
762,Bloomington,Illinois,Lot's O' Nuts,94.7
763,Perth Amboy,New Jersey,Lot's O' Nuts,115.1
764,Perth Amboy,New Jersey,Wicked Choccy's,115.1
765,Yuma,Arizona,Lot's O' Nuts,110.7
766,Modesto,California,Wicked Choccy's,142.3
767,Richardson,Texas,Wicked Choccy's,92.1
768,Richardson,Texas,Lot's O' Nuts,92.1
769,Salem,Oregon,The Other Factory,111.8
770,Dallas,Texas,The Other Factory,92.1
771,Hesperia,California,Lot's O' Nuts,142.3
772,Hesperia,California,Wicked Choccy's,142.3
773,Franklin,Massachusetts,The Other Factory,141.2
774,Concord,New Hampshire,Wicked Choccy's,111.4
775,Concord,New Hampshire,Secret Factory,111.4
776,Pharr,Texas,Lot's O' Nuts,92.1
777,San Jose,California,Wicked Choccy's,142.3
778,Leominster,Massachusetts,Wicked Choccy's,141.2
779,Leominster,Massachusetts,Lot's O' Nuts,141.2
780,Leominster,Massachusetts,The Other Factory,141.2
781,Wilmington,Delaware,Wicked Choccy's,101.9
782,Burlington,North Carolina,Lot's O' Nuts,97.8
783,Burlington,North Carolina,Secret Factory,97.8
784,Buffalo,New York,Lot's O' Nuts,125.1
785,Washington,District of Columbia,Wicked Choccy's,138.8
786,Harlingen,Texas,Wicked Choccy's,92.1
787,Harlingen,Texas,Lot's O' Nuts,92.1
788,Texas City,Texas,Lot's O' Nuts,92.1
789,Rio Rancho,New Mexico,Wicked Choccy's,93.7
790,Bullhead City,Arizona,Lot's O' Nuts,110.7
791,Thousand Oaks,California,Secret Factory,142.3
792,Laredo,Texas,Wicked Choccy's,92.1
793,Cambridge,Massachusetts,Wicked Choccy's,141.2
794,Cambridge,Massachusetts,Lot's O' Nuts,141.2
795,Lake Charles,Louisiana,Lot's O' Nuts,92.3
796,Mesquite,Texas,Wicked Choccy's,92.1
797,Kenner,Louisiana,Lot's O' Nuts,92.3
798,Boise,Idaho,Lot's O' Nuts,99.9
799,Franklin,Tennessee,Wicked Choccy's,90.3
800,Richmond,Indiana,Lot's O' Nuts,91.0
801,Dallas,Texas,Secret Factory,92.1
802,Springfield,Missouri,The Other Factory,89.0
803,Loveland,Colorado,Wicked Choccy's,102.7
804,Loveland,Colorado,Secret Factory,102.7
805,Concord,New Hampshire,The Other Factory,111.4
806,Richmond,Indiana,Wicked Choccy's,91.0
807,Huntington Beach,California,Wicked Choccy's,142.3
808,Norwich,Connecticut,Lot's O' Nuts,112.7
809,Florence,Alabama,Lot's O' Nuts,88.6
810,Mount Vernon,New York,Lot's O' Nuts,125.1
811,Sunnyvale,California,Lot's O' Nuts,142.3
812,Rockford,Illinois,Secret Factory,94.7
813,Longview,Washington,Wicked Choccy's,114.1
814,Roseville,Michigan,Wicked Choccy's,90.1
815,Salt Lake City,Utah,Lot's O' Nuts,102.2
816,Chula Vista,California,Wicked Choccy's,142.3
817,Columbus,Georgia,Secret Factory,92.5
818,Danbury,Connecticut,Wicked Choccy's,112.7
819,Kent,Washington,Lot's O' Nuts,114.1
820,Macon,Georgia,Wicked Choccy's,92.5
821,Macon,Georgia,Lot's O' Nuts,92.5
822,Tallahassee,Florida,Wicked Choccy's,102.2
823,Rochester,New York,Secret Factory,125.1
824,Belleville,New Jersey,Wicked Choccy's,115.1
825,Coppell,Texas,Wicked Choccy's,92.1
826,Coppell,Texas,Lot's O' Nuts,92.1
827,Riverside,California,Lot's O' Nuts,142.3
828,Columbia,South Carolina,The Other Factory,94.7
829,Belleville,New Jersey,Lot's O' Nuts,115.1
830,Twin Falls,Idaho,Wicked Choccy's,99.9
831,Twin Falls,Idaho,Lot's O' Nuts,99.9
832,New Rochelle,New York,Wicked Choccy's,125.1
833,New Rochelle,New York,Lot's O' Nuts,125.1
834,Las Cruces,New Mexico,Wicked Choccy's,93.7
835,Broomfield,Colorado,Wicked Choccy's,102.7
836,Monroe,North Carolina,Wicked Choccy's,97.8
837,Rockville,Maryland,Lot's O' Nuts,115.4
838,Florence,Kentucky,Wicked Choccy's,92.5
839,Fayetteville,Arkansas,Wicked Choccy's,89.6
840,Franklin,Wisconsin,Lot's O' Nuts,97.7
841,Woodland,California,The Other Factory,142.3
842,Woodland,California,Lot's O' Nuts,142.3
843,North Charleston,South Carolina,Lot's O' Nuts,94.7
844,Manchester,Connecticut,Lot's O' Nuts,112.7
845,Manchester,Connecticut,Wicked Choccy's,112.7
846,Logan,Utah,Lot's O' Nuts,102.2
847,Logan,Utah,Wicked Choccy's,102.2
848,Sterling Heights,Michigan,Wicked Choccy's,90.1
849,Plano,Texas,Lot's O' Nuts,92.1
850,Saint Charles,Missouri,Wicked Choccy's,89.0
851,Sparks,Nevada,Lot's O' Nuts,100.2
852,Athens,Georgia,Wicked Choccy's,92.5
853,Murray,Kentucky,Lot's O' Nuts,92.5
854,Pocatello,Idaho,Lot's O' Nuts,99.9
855,Pocatello,Idaho,Wicked Choccy's,99.9
856,Plainfield,New Jersey,Wicked Choccy's,115.1
857,Odessa,Texas,Lot's O' Nuts,92.1
858,Auburn,New York,Secret Factory,125.1
859,Medford,Oregon,Wicked Choccy's,111.8
860,Burlington,North Carolina,Wicked Choccy's,97.8
861,Midland,Michigan,Lot's O' Nuts,90.1
862,Holland,Michigan,Lot's O' Nuts,90.1
863,Kent,Ohio,Wicked Choccy's,94.3
864,Kent,Ohio,Lot's O' Nuts,94.3
865,Saginaw,Michigan,Lot's O' Nuts,90.1
866,Saginaw,Michigan,Wicked Choccy's,90.1
867,Pueblo,Colorado,Lot's O' Nuts,102.7
868,Waukesha,Wisconsin,Lot's O' Nuts,97.7
869,Niagara Falls,New York,Wicked Choccy's,125.1
870,Marion,Ohio,Lot's O' Nuts,94.3
871,Atlantic City,New Jersey,Lot's O' Nuts,115.1
872,Huntsville,Alabama,Wicked Choccy's,88.6
873,Olympia,Washington,Wicked Choccy's,114.1
874,Olympia,Washington,Lot's O' Nuts,114.1
875,Lakewood,Ohio,Secret Factory,94.3
876,Des Plaines,Illinois,Wicked Choccy's,94.7
877,Mobile,Alabama,Wicked Choccy's,88.6
878,Mobile,Alabama,Lot's O' Nuts,88.6
879,Lodi,California,Wicked Choccy's,142.3
880,Austin,Texas,Secret Factory,92.1
881,Garland,Texas,Wicked Choccy's,92.1
882,Reno,Nevada,Lot's O' Nuts,100.2
883,Chattanooga,Tennessee,Sugar Shack,90.3
884,Kissimmee,Florida,Wicked Choccy's,102.2
885,Midland,Michigan,Wicked Choccy's,90.1
886,Westminster,California,Wicked Choccy's,142.3
887,Aberdeen,South Dakota,Lot's O' Nuts,91.9
888,Mission Viejo,California,Wicked Choccy's,142.3
889,Canton,Michigan,Wicked Choccy's,90.1
890,Canton,Michigan,Lot's O' Nuts,90.1
891,Loveland,Colorado,Lot's O' Nuts,102.7
892,Bridgeton,New Jersey,Wicked Choccy's,115.1
893,San Angelo,Texas,Lot's O' Nuts,92.1
894,San Angelo,Texas,Wicked Choccy's,92.1
895,Hamilton,Ohio,Lot's O' Nuts,94.3
896,Draper,Utah,Wicked Choccy's,102.2
897,Draper,Utah,Lot's O' Nuts,102.2
898,Missoula,Montana,Lot's O' Nuts,95.5
899,North Miami,Florida,Wicked Choccy's,102.2
900,Davis,California,Wicked Choccy's,142.3
901,Madison,Wisconsin,Lot's O' Nuts,97.7
902,Madison,Wisconsin,Wicked Choccy's,97.7
903,Port Orange,Florida,Lot's O' Nuts,102.2
904,Muskogee,Oklahoma,Wicked Choccy's,86.0
905,Miramar,Florida,Secret Factory,102.2
906,Garland,Texas,Lot's O' Nuts,92.1
907,Park Ridge,Illinois,Lot's O' Nuts,94.7
908,Hattiesburg,Mississippi,Lot's O' Nuts,87.3
909,Trenton,Michigan,Wicked Choccy's,90.1
910,Ontario,California,Wicked Choccy's,142.3
911,Saint Cloud,Minnesota,Lot's O' Nuts,94.6
912,Hollywood,Florida,Lot's O' Nuts,102.2
913,Lafayette,Louisiana,Secret Factory,92.3
914,Springfield,Oregon,The Other Factory,111.8
915,Grand Rapids,Michigan,Wicked Choccy's,90.1
916,Tallahassee,Florida,Lot's O' Nuts,102.2
917,Louisville,Kentucky,The Other Factory,92.5
918,San Jose,California,The Other Factory,142.3
919,Deer Park,Texas,Lot's O' Nuts,92.1
920,Anaheim,California,Secret Factory,142.3
921,Bristol,Tennessee,Lot's O' Nuts,90.3
922,Tigard,Oregon,Lot's O' Nuts,111.8
923,Tigard,Oregon,Wicked Choccy's,111.8
924,Manteca,California,Wicked Choccy's,142.3
925,Freeport,Illinois,Wicked Choccy's,94.7
926,Highland Park,Illinois,Wicked Choccy's,94.7
927,Highland Park,Illinois,Lot's O' Nuts,94.7
928,Dover,Delaware,Lot's O' Nuts,101.9
929,Pleasant Grove,Utah,Wicked Choccy's,102.2
930,Clinton,Maryland,The Other Factory,115.4
931,Norman,Oklahoma,Wicked Choccy's,86.0
932,Layton,Utah,Wicked Choccy's,102.2
933,Dublin,California,Wicked Choccy's,142.3
934,Overland Park,Kansas,Wicked Choccy's,88.8
935,Overland Park,Kansas,Lot's O' Nuts,88.8
936,Sunnyvale,California,Secret Factory,142.3
937,Sunnyvale,California,Wicked Choccy's,142.3
938,Sunnyvale,California,The Other Factory,142.3
939,Springdale,Arkansas,Wicked Choccy's,89.6
940,Avondale,Arizona,Wicked Choccy's,110.7
941,Santa Barbara,California,Wicked Choccy's,142.3
942,Santa Barbara,California,Secret Factory,142.3
943,Redondo Beach,California,Wicked Choccy's,142.3
944,Visalia,California,Lot's O' Nuts,142.3
945,Orange,New Jersey,Lot's O' Nuts,115.1
946,Lansing,Michigan,Lot's O' Nuts,90.1
947,Clarksville,Tennessee,Wicked Choccy's,90.3
948,Kirkwood,Missouri,Lot's O' Nuts,89.0
949,Kirkwood,Missouri,Wicked Choccy's,89.0
950,Hackensack,New Jersey,Lot's O' Nuts,115.1
951,Tinley Park,Illinois,Lot's O' Nuts,94.7
952,Bangor,Maine,Lot's O' Nuts,113.0
953,Pueblo,Colorado,Secret Factory,102.7
954,Oxnard,California,The Other Factory,142.3
955,Thornton,Colorado,Lot's O' Nuts,102.7
956,Thornton,Colorado,Wicked Choccy's,102.7
957,Champaign,Illinois,Lot's O' Nuts,94.7
958,Longmont,Colorado,Wicked Choccy's,102.7
959,Sparks,Nevada,Secret Factory,100.2
960,Naperville,Illinois,Wicked Choccy's,94.7
961,Medina,Ohio,Wicked Choccy's,94.3
962,Whittier,California,Lot's O' Nuts,142.3
963,Chandler,Arizona,Lot's O' Nuts,110.7
964,Greenville,North Carolina,Lot's O' Nuts,97.8
965,Elkhart,Indiana,Lot's O' Nuts,91.0
966,Woodstock,Georgia,Wicked Choccy's,92.5
967,Woodstock,Georgia,Lot's O' Nuts,92.5
968,Suffolk,Virginia,Wicked Choccy's,100.8
969,Suffolk,Virginia,Lot's O' Nuts,100.8
970,La Quinta,California,Lot's O' Nuts,142.3
971,Peoria,Illinois,Wicked Choccy's,94.7
972,Visalia,California,Wicked Choccy's,142.3
973,Murray,Kentucky,Wicked Choccy's,92.5
974,Lafayette,Indiana,Wicked Choccy's,91.0
975,Durham,North Carolina,Wicked Choccy's,97.8
976,Texarkana,Arkansas,Lot's O' Nuts,89.6
977,Helena,Montana,Wicked Choccy's,95.5
978,Grand Prairie,Texas,Lot's O' Nuts,92.1
979,Utica,New York,Wicked Choccy's,125.1
980,Gladstone,Missouri,Wicked Choccy's,89.0
981,Henderson,Nevada,Wicked Choccy's,100.2
982,Henderson,Nevada,Lot's O' Nuts,100.2
983,Trenton,Michigan,Secret Factory,90.1
984,Jackson,Michigan,Sugar Shack,90.1
985,Sheboygan,Wisconsin,Secret Factory,97.7
986,Sheboygan,Wisconsin,Lot's O' Nuts,97.7
987,Sheboygan,Wisconsin,Wicked Choccy's,97.7
988,Richmond,Virginia,Secret Factory,100.8
989,Lawrence,Indiana,Secret Factory,91.0
990,Cheyenne,Wyoming,Lot's O' Nuts,93.7
991,Citrus Heights,California,Lot's O' Nuts,142.3
992,League City,Texas,Lot's O' Nuts,92.1
993,Longview,Washington,Lot's O' Nuts,114.1
994,Pasco,Washington,Lot's O' Nuts,114.1
995,Pasco,Washington,Wicked Choccy's,114.1
996,Mobile,Alabama,Secret Factory,88.6
997,San Marcos,Texas,The Other Factory,92.1
998,San Marcos,Texas,Lot's O' Nuts,92.1
999,Coachella,California,Lot's O' Nuts,142.3
1000,Lakeland,Florida,The Other Factory,102.2
1001,Saint Louis,Missouri,Lot's O' Nuts,89.0
1002,Medina,Ohio,Lot's O' Nuts,94.3
1003,Marysville,Washington,Wicked Choccy's,114.1
1004,Corpus Christi,Texas,Wicked Choccy's,92.1
1005,Corpus Christi,Texas,Lot's O' Nuts,92.1
1006,Laurel,Maryland,Wicked Choccy's,115.4
1007,Laurel,Maryland,Lot's O' Nuts,115.4
1008,Huntsville,Alabama,The Other Factory,88.6
1009,Little Rock,Arkansas,Secret Factory,89.6
1010,Mentor,Ohio,Wicked Choccy's,94.3
1011,Mentor,Ohio,Lot's O' Nuts,94.3
1012,El Paso,Texas,Secret Factory,92.1
1013,Saint Charles,Illinois,Secret Factory,94.7
1014,Santa Fe,New Mexico,Lot's O' Nuts,93.7
1015,Jackson,Mississippi,Secret Factory,87.3
1016,Greenwood,Indiana,Lot's O' Nuts,91.0
1017,Lindenhurst,New York,Wicked Choccy's,125.1
1018,Lubbock,Texas,Wicked Choccy's,92.1
1019,Chester,Pennsylvania,Secret Factory,97.2
1020,Sanford,Florida,Lot's O' Nuts,102.2
1021,Yonkers,New York,Secret Factory,125.1
1022,Bangor,Maine,Wicked Choccy's,113.0
1023,Murfreesboro,Tennessee,Wicked Choccy's,90.3
1024,Marion,Iowa,Lot's O' Nuts,89.7
1025,Toledo,Ohio,Sugar Shack,94.3
1026,Dearborn,Michigan,Wicked Choccy's,90.1
1027,Missouri City,Texas,Lot's O' Nuts,92.1
1028,College Station,Texas,Lot's O' Nuts,92.1
1029,The Colony,Texas,Wicked Choccy's,92.1
1030,Brownsville,Texas,Wicked Choccy's,92.1
1031,Smyrna,Georgia,The Other Factory,92.5
1032,Smyrna,Georgia,Lot's O' Nuts,92.5
1033,Mcallen,Texas,Secret Factory,92.1
1034,Port Saint Lucie,Florida,Wicked Choccy's,102.2
1035,Warwick,Rhode Island,Wicked Choccy's,110.6
1036,Lawrence,Massachusetts,Secret Factory,141.2
1037,Boca Raton,Florida,Lot's O' Nuts,102.2
1038,Wausau,Wisconsin,Lot's O' Nuts,97.7
1039,Wausau,Wisconsin,Wicked Choccy's,97.7
1040,Rockville,Maryland,Wicked Choccy's,115.4
1041,Conway,Arkansas,Lot's O' Nuts,89.6
1042,Bowling Green,Ohio,Wicked Choccy's,94.3
1043,Scottsdale,Arizona,Lot's O' Nuts,110.7
1044,Coon Rapids,Minnesota,Wicked Choccy's,94.6
1045,Coon Rapids,Minnesota,Lot's O' Nuts,94.6
1046,Rancho Cucamonga,California,The Other Factory,142.3
1047,Parker,Colorado,Lot's O' Nuts,102.7
1048,Parker,Colorado,Wicked Choccy's,102.7
1049,Grapevine,Texas,Lot's O' Nuts,92.1
1050,Reading,Pennsylvania,Wicked Choccy's,97.2
1051,Apple Valley,Minnesota,Wicked Choccy's,94.6
1052,Fargo,North Dakota,Wicked Choccy's,91.4
1053,Santa Maria,California,Wicked Choccy's,142.3
1054,Royal Oak,Michigan,Wicked Choccy's,90.1
